workbook_id,review_order,review_batch,priority,entity_id,entity_type,display_name,review_status,review_bucket,review_decision,source_refs,source_paths,parsed_paths,cleaned_paths,chunk_sample_ids,related_packet_id,related_action_id,needs_llm,llm_skip_reason,decision_instructions,generated_by
review_workbook_field_ris_rrc,30,01_ready_without_manual_note,3,field_ris_rrc,DataField,rrc,approved,ready_without_manual_note,unreviewed,ripe_ris_docs|ripe_ris_route_collectors|ripe_ris_raw_data,raw/data_docs/ripe_ris_docs.html|raw/data_docs/ripe_ris_raw_data.html|raw/data_docs/ripe_ris_route_collectors.html,parsed/data_docs/ripe_ris_docs.json|parsed/data_docs/ripe_ris_raw_data.json|parsed/data_docs/ripe_ris_route_collectors.json,cleaned/data_docs/ripe_ris_docs.md|cleaned/data_docs/ripe_ris_raw_data.md|cleaned/data_docs/ripe_ris_route_collectors.md,ripe_ris_docs_s001_full_001|ripe_ris_raw_data_s001_full_001|ripe_ris_raw_data_s001_full_002|ripe_ris_route_collectors_s001_full_001|ripe_ris_route_collectors_s001_full_002|ripe_ris_route_collectors_s001_full_003,packet_field_ris_rrc,action_entity_review_field_ris_rrc,False,不需要 LLM；本记录只做人工来源复核入口。,人工打开 parsed/cleaned/chunk 证据；若实体字段被来源直接支持，可把 review_decision 改为 approved。,scripts/build_human_review_workbook.py
review_workbook_field_vrp_asn,31,01_ready_without_manual_note,3,field_vrp_asn,DataField,vrp_asn,approved,ready_without_manual_note,unreviewed,rfc6811,raw/standards/rfc6811.txt,parsed/standards/rfc6811.json,cleaned/standards/rfc6811.md,rfc6811_s003_2_001|rfc6811_s003_2_002|rfc6811_s003_2_003|rfc6811_s004_2_1_001|rfc6811_s001_1_001|rfc6811_s001_1_002|rfc6811_s001_1_003|rfc6811_s002_1_1_001|rfc6811_s005_3_001|rfc6811_s006_4_001|rfc6811_s007_5_001|rfc6811_s008_6_001,packet_field_vrp_asn,action_entity_review_field_vrp_asn,False,不需要 LLM；本记录只做人工来源复核入口。,人工打开 parsed/cleaned/chunk 证据；若实体字段被来源直接支持，可把 review_decision 改为 approved。,scripts/build_human_review_workbook.py
review_workbook_field_vrp_max_length,32,01_ready_without_manual_note,3,field_vrp_max_length,DataField,vrp_max_length,approved,ready_without_manual_note,unreviewed,rfc6811,raw/standards/rfc6811.txt,parsed/standards/rfc6811.json,cleaned/standards/rfc6811.md,rfc6811_s003_2_001|rfc6811_s003_2_002|rfc6811_s004_2_1_001|rfc6811_s003_2_003|rfc6811_s001_1_001|rfc6811_s001_1_002|rfc6811_s001_1_003|rfc6811_s002_1_1_001|rfc6811_s005_3_001|rfc6811_s006_4_001|rfc6811_s007_5_001|rfc6811_s008_6_001,packet_field_vrp_max_length,action_entity_review_field_vrp_max_length,False,不需要 LLM；本记录只做人工来源复核入口。,人工打开 parsed/cleaned/chunk 证据；若实体字段被来源直接支持，可把 review_decision 改为 approved。,scripts/build_human_review_workbook.py
review_workbook_field_vrp_prefix,33,01_ready_without_manual_note,3,field_vrp_prefix,DataField,vrp_prefix,approved,ready_without_manual_note,unreviewed,rfc6811,raw/standards/rfc6811.txt,parsed/standards/rfc6811.json,cleaned/standards/rfc6811.md,rfc6811_s003_2_001|rfc6811_s003_2_002|rfc6811_s003_2_003|rfc6811_s004_2_1_001|rfc6811_s001_1_001|rfc6811_s001_1_002|rfc6811_s001_1_003|rfc6811_s002_1_1_001|rfc6811_s005_3_001|rfc6811_s006_4_001|rfc6811_s007_5_001|rfc6811_s008_6_001,packet_field_vrp_prefix,action_entity_review_field_vrp_prefix,False,不需要 LLM；本记录只做人工来源复核入口。,人工打开 parsed/cleaned/chunk 证据；若实体字段被来源直接支持，可把 review_decision 改为 approved。,scripts/build_human_review_workbook.py
review_workbook_field_withdrawn_routes,34,01_ready_without_manual_note,3,field_withdrawn_routes,DataField,withdrawn_routes,approved,ready_without_manual_note,unreviewed,rfc4271,raw/standards/rfc4271.txt,parsed/standards/rfc4271.json,cleaned/standards/rfc4271.md,rfc4271_s010_3_1_001|rfc4271_s015_4_3_001|rfc4271_s015_4_3_002|rfc4271_s021_2_002|rfc4271_s021_2_003|rfc4271_s038_6_3_001|rfc4271_s059_9_001|rfc4271_s061_9_1_1_001|rfc4271_s006_1_1_002|rfc4271_s035_6_001|rfc4271_s065_9_1_3_001|rfc4271_s066_9_1_4_001,packet_field_withdrawn_routes,action_entity_review_field_withdrawn_routes,False,不需要 LLM；本记录只做人工来源复核入口。,人工打开 parsed/cleaned/chunk 证据；若实体字段被来源直接支持，可把 review_decision 改为 approved。,scripts/build_human_review_workbook.py
review_workbook_concept_announcement,35,02_ready_with_manual_note,4,concept_announcement,BGPConcept,Announcement,approved,ready_with_manual_note,unreviewed,rfc4271|context_2026,../context.md|raw/standards/rfc4271.txt,parsed/standards/rfc4271.json,cleaned/standards/rfc4271.md,context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001|rfc4271_s005_1_001|rfc4271_s009_3_002|rfc4271_s011_3_2_001|rfc4271_s045_8_001|rfc4271_s060_9_1_001|rfc4271_s076_10_003|rfc4271_s004_10_001,packet_concept_announcement,action_entity_review_concept_announcement,False,不需要 LLM；本记录只做人工来源复核入口。,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。,scripts/build_human_review_workbook.py
review_workbook_evidence_moas,36,02_ready_with_manual_note,4,evidence_moas,EvidenceTemplate,anomaly_moas,approved,ready_with_manual_note,unreviewed,rfc6811|context_2026,../context.md|raw/standards/rfc6811.txt,parsed/standards/rfc6811.json,cleaned/standards/rfc6811.md,context_2026_paper_bear_001|context_2026_route_leak_001|context_2026_scope_001|context_2026_datasource_001|context_2026_as_path_001|rfc6811_s001_1_001|rfc6811_s001_1_002|rfc6811_s003_2_001|rfc6811_s010_8_1_001|rfc6811_s001_1_003|rfc6811_s003_2_002|rfc6811_s005_3_001,packet_evidence_moas,action_entity_review_evidence_moas,False,不需要 LLM；本记录只做人工来源复核入口。,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。,scripts/build_human_review_workbook.py
review_workbook_evidence_origin_change,37,02_ready_with_manual_note,4,evidence_origin_change,EvidenceTemplate,anomaly_origin_change,approved,ready_with_manual_note,unreviewed,rfc6811|context_2026,../context.md|raw/standards/rfc6811.txt,parsed/standards/rfc6811.json,cleaned/standards/rfc6811.md,context_2026_route_leak_001|context_2026_paper_bear_001|context_2026_datasource_001|context_2026_as_path_001|context_2026_scope_001|rfc6811_s001_1_002|rfc6811_s010_8_1_001|rfc6811_s001_1_001|rfc6811_s003_2_001|rfc6811_s006_4_001|rfc6811_s007_5_001|rfc6811_s001_1_003,packet_evidence_origin_change,action_entity_review_evidence_origin_change,False,不需要 LLM；本记录只做人工来源复核入口。,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。,scripts/build_human_review_workbook.py
review_workbook_evidence_path_hijack,38,02_ready_with_manual_note,4,evidence_path_hijack,EvidenceTemplate,anomaly_path_hijack,approved,ready_with_manual_note,unreviewed,rfc4271|bgpshield_2025|context_2026,../context.md|raw/papers/bgpshield_2025.pdf|raw/standards/rfc4271.txt,parsed/papers/bgpshield_2025.json|parsed/standards/rfc4271.json,cleaned/papers/bgpshield_2025.md|cleaned/standards/rfc4271.md,bgpshield_2025_s010_page_10_002|bgpshield_2025_s002_page_2_001|bgpshield_2025_s007_page_7_002|bgpshield_2025_s001_page_1_003|bgpshield_2025_s003_page_3_002|bgpshield_2025_s004_page_4_002|bgpshield_2025_s004_page_4_003|bgpshield_2025_s012_page_12_003|bgpshield_2025_s005_page_5_001|bgpshield_2025_s008_page_8_001|bgpshield_2025_s001_page_1_001|bgpshield_2025_s004_page_4_001,packet_evidence_path_hijack,action_entity_review_evidence_path_hijack,False,不需要 LLM；本记录只做人工来源复核入口。,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。,scripts/build_human_review_workbook.py
review_workbook_evidence_path_manipulation,39,02_ready_with_manual_note,4,evidence_path_manipulation,EvidenceTemplate,anomaly_path_manipulation,approved,ready_with_manual_note,unreviewed,rfc4271|bgpshield_2025|context_2026,../context.md|raw/papers/bgpshield_2025.pdf|raw/standards/rfc4271.txt,parsed/papers/bgpshield_2025.json|parsed/standards/rfc4271.json,cleaned/papers/bgpshield_2025.md|cleaned/standards/rfc4271.md,bgpshield_2025_s004_page_4_002|bgpshield_2025_s010_page_10_002|bgpshield_2025_s010_page_10_001|bgpshield_2025_s002_page_2_001|bgpshield_2025_s005_page_5_001|bgpshield_2025_s004_page_4_003|bgpshield_2025_s008_page_8_001|bgpshield_2025_s003_page_3_002|bgpshield_2025_s007_page_7_002|bgpshield_2025_s008_page_8_002|bgpshield_2025_s008_page_8_003|bgpshield_2025_s009_page_9_002,packet_evidence_path_manipulation,action_entity_review_evidence_path_manipulation,False,不需要 LLM；本记录只做人工来源复核入口。,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。,scripts/build_human_review_workbook.py
review_workbook_evidence_prefix_hijack,40,02_ready_with_manual_note,4,evidence_prefix_hijack,EvidenceTemplate,anomaly_prefix_hijack,approved,ready_with_manual_note,unreviewed,rfc6811|bear_2025|context_2026,../context.md|raw/papers/bear_2025.pdf|raw/standards/rfc6811.txt,parsed/papers/bear_2025.json|parsed/standards/rfc6811.json,cleaned/papers/bear_2025.md|cleaned/standards/rfc6811.md,bear_2025_s004_page_4_003|bear_2025_s002_page_2_002|bear_2025_s002_page_2_003|bear_2025_s004_page_4_002|bear_2025_s007_page_7_002|bear_2025_s001_page_1_003|bear_2025_s002_page_2_001|bear_2025_s006_page_6_002|bear_2025_s007_page_7_003|bear_2025_s001_page_1_001|bear_2025_s003_page_3_002|bear_2025_s008_page_8_002,packet_evidence_prefix_hijack,action_entity_review_evidence_prefix_hijack,False,不需要 LLM；本记录只做人工来源复核入口。,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。,scripts/build_human_review_workbook.py
review_workbook_evidence_prefix_outage,41,02_ready_with_manual_note,4,evidence_prefix_outage,EvidenceTemplate,anomaly_prefix_outage,approved,ready_with_manual_note,unreviewed,rfc4271|context_2026,../context.md|raw/standards/rfc4271.txt,parsed/standards/rfc4271.json,cleaned/standards/rfc4271.md,context_2026_paper_bear_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_as_path_001|context_2026_scope_001|rfc4271_s006_1_1_001|rfc4271_s058_8_2_2_004|rfc4271_s058_8_2_2_007|rfc4271_s058_8_2_2_011|rfc4271_s048_8_1_2_001|rfc4271_s058_8_2_2_010|rfc4271_s058_8_2_2_014,packet_evidence_prefix_outage,action_entity_review_evidence_prefix_outage,False,不需要 LLM；本记录只做人工来源复核入口。,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。,scripts/build_human_review_workbook.py
review_workbook_evidence_route_leak,42,02_ready_with_manual_note,4,evidence_route_leak,EvidenceTemplate,anomaly_route_leak,approved,ready_with_manual_note,unreviewed,rfc7908|rfc9234|beam_2024|context_2026,../context.md|raw/papers/beam_2024.pdf|raw/standards/rfc7908.txt|raw/standards/rfc9234.txt,parsed/papers/beam_2024.json|parsed/standards/rfc7908.json|parsed/standards/rfc9234.json,cleaned/papers/beam_2024.md|cleaned/standards/rfc7908.md|cleaned/standards/rfc9234.md,beam_2024_s009_page_9_003|beam_2024_s009_page_9_001|beam_2024_s015_page_15_001|beam_2024_s009_page_9_002|beam_2024_s010_page_10_003|beam_2024_s013_page_13_001|beam_2024_s003_page_3_001|beam_2024_s010_page_10_002|beam_2024_s015_page_15_002|beam_2024_s002_page_2_003|beam_2024_s003_page_3_002|beam_2024_s003_page_3_003,packet_evidence_route_leak,action_entity_review_evidence_route_leak,False,不需要 LLM；本记录只做人工来源复核入口。,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。,scripts/build_human_review_workbook.py
review_workbook_evidence_subprefix_hijack,43,02_ready_with_manual_note,4,evidence_subprefix_hijack,EvidenceTemplate,anomaly_subprefix_hijack,approved,ready_with_manual_note,unreviewed,rfc6811|context_2026,../context.md|raw/standards/rfc6811.txt,parsed/standards/rfc6811.json,cleaned/standards/rfc6811.md,context_2026_paper_bear_001|context_2026_route_leak_001|context_2026_datasource_001|context_2026_scope_001|context_2026_as_path_001|rfc6811_s001_1_001|rfc6811_s008_6_001|rfc6811_s003_2_001|rfc6811_s001_1_002|rfc6811_s006_4_001|rfc6811_s001_1_003|rfc6811_s003_2_003,packet_evidence_subprefix_hijack,action_entity_review_evidence_subprefix_hijack,False,不需要 LLM；本记录只做人工来源复核入口。,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。,scripts/build_human_review_workbook.py
review_workbook_concept_as,44,02_ready_with_manual_note,4,concept_as,BGPConcept,AS,approved,ready_with_manual_note,unreviewed,rfc4271|context_2026,../context.md|raw/standards/rfc4271.txt,parsed/standards/rfc4271.json,cleaned/standards/rfc4271.md,context_2026_paper_bear_001|context_2026_scope_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|rfc4271_s005_1_001|rfc4271_s009_3_002|rfc4271_s006_1_1_001|rfc4271_s006_1_1_002|rfc4271_s009_3_001|rfc4271_s014_4_2_001|rfc4271_s015_4_3_001,packet_concept_as,action_entity_review_concept_as,False,不需要 LLM；本记录只做人工来源复核入口。,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。,scripts/build_human_review_workbook.py
review_workbook_concept_as_relationship,45,02_ready_with_manual_note,4,concept_as_relationship,BGPConcept,AS Relationship,approved,ready_with_manual_note,unreviewed,caida_as_relationships|rfc7908|context_2026,../context.md|raw/data_docs/caida_as_relationships.html|raw/standards/rfc7908.txt,parsed/data_docs/caida_as_relationships.json|parsed/standards/rfc7908.json,cleaned/data_docs/caida_as_relationships.md|cleaned/standards/rfc7908.md,caida_as_relationships_s001_full_002|caida_as_relationships_s001_full_004|caida_as_relationships_s001_full_005|caida_as_relationships_s001_full_006|caida_as_relationships_s001_full_012|caida_as_relationships_s001_full_014|caida_as_relationships_s001_full_001|caida_as_relationships_s001_full_003|caida_as_relationships_s001_full_007|caida_as_relationships_s001_full_009|caida_as_relationships_s001_full_010|caida_as_relationships_s001_full_011,packet_concept_as_relationship,action_entity_review_concept_as_relationship,False,不需要 LLM；本记录只做人工来源复核入口。,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。,scripts/build_human_review_workbook.py
review_workbook_fp_as_relationship_error,46,02_ready_with_manual_note,4,fp_as_relationship_error,FalsePositivePattern,AS relationship inference error,approved,ready_with_manual_note,unreviewed,caida_as_relationships|rfc7908|context_2026,../context.md|raw/data_docs/caida_as_relationships.html|raw/standards/rfc7908.txt,parsed/data_docs/caida_as_relationships.json|parsed/standards/rfc7908.json,cleaned/data_docs/caida_as_relationships.md|cleaned/standards/rfc7908.md,caida_as_relationships_s001_full_003|caida_as_relationships_s001_full_005|caida_as_relationships_s001_full_006|caida_as_relationships_s001_full_007|caida_as_relationships_s001_full_012|caida_as_relationships_s001_full_013|caida_as_relationships_s001_full_014|caida_as_relationships_s001_full_015|caida_as_relationships_s001_full_001|caida_as_relationships_s001_full_002|caida_as_relationships_s001_full_004|caida_as_relationships_s001_full_009,packet_fp_as_relationship_error,action_entity_review_fp_as_relationship_error,False,不需要 LLM；本记录只做人工来源复核入口。,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。,scripts/build_human_review_workbook.py
review_workbook_concept_as_path,47,02_ready_with_manual_note,4,concept_as_path,BGPConcept,AS_PATH,approved,ready_with_manual_note,unreviewed,rfc4271|bear_2025|context_2026,../context.md|raw/papers/bear_2025.pdf|raw/standards/rfc4271.txt,parsed/papers/bear_2025.json|parsed/standards/rfc4271.json,cleaned/papers/bear_2025.md|cleaned/standards/rfc4271.md,bear_2025_s002_page_2_002|bear_2025_s002_page_2_003|bear_2025_s003_page_3_001|bear_2025_s003_page_3_002|bear_2025_s004_page_4_001|bear_2025_s004_page_4_002|bear_2025_s004_page_4_003|bear_2025_s005_page_5_001|bear_2025_s005_page_5_002|bear_2025_s006_page_6_001|bear_2025_s006_page_6_002|bear_2025_s008_page_8_001,packet_concept_as_path,action_entity_review_concept_as_path,False,不需要 LLM；本记录只做人工来源复核入口。,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。,scripts/build_human_review_workbook.py
review_workbook_field_as_path,48,02_ready_with_manual_note,4,field_as_path,DataField,as_path,approved,ready_with_manual_note,unreviewed,rfc4271|bear_2025|context_2026,../context.md|raw/papers/bear_2025.pdf|raw/standards/rfc4271.txt,parsed/papers/bear_2025.json|parsed/standards/rfc4271.json,cleaned/papers/bear_2025.md|cleaned/standards/rfc4271.md,bear_2025_s002_page_2_002|bear_2025_s002_page_2_003|bear_2025_s003_page_3_001|bear_2025_s003_page_3_002|bear_2025_s004_page_4_001|bear_2025_s004_page_4_002|bear_2025_s004_page_4_003|bear_2025_s005_page_5_001|bear_2025_s005_page_5_002|bear_2025_s006_page_6_001|bear_2025_s006_page_6_002|bear_2025_s001_page_1_001,packet_field_as_path,action_entity_review_field_as_path,False,不需要 LLM；本记录只做人工来源复核入口。,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。,scripts/build_human_review_workbook.py
review_workbook_mechanism_as_path_prepending,49,02_ready_with_manual_note,4,mechanism_as_path_prepending,RoutingMechanism,AS_PATH Prepending,approved,ready_with_manual_note,unreviewed,rfc4271|context_2026,../context.md|raw/standards/rfc4271.txt,parsed/standards/rfc4271.json,cleaned/standards/rfc4271.md,context_2026_as_path_001|context_2026_datasource_001|context_2026_paper_bear_001|context_2026_route_leak_001|context_2026_scope_001|rfc4271_s005_1_001|rfc4271_s009_3_002|rfc4271_s009_3_003|rfc4271_s010_3_1_001|rfc4271_s022_4_4_001|rfc4271_s026_4_002|rfc4271_s029_5_1_2_001,packet_mechanism_as_path_prepending,action_entity_review_mechanism_as_path_prepending,False,不需要 LLM；本记录只做人工来源复核入口。,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。,scripts/build_human_review_workbook.py
review_workbook_field_as_relationship_sequence,50,02_ready_with_manual_note,4,field_as_relationship_sequence,DataField,as_relationship_sequence,approved,ready_with_manual_note,unreviewed,rfc7908|caida_as_relationships|context_2026,../context.md|raw/data_docs/caida_as_relationships.html|raw/standards/rfc7908.txt,parsed/data_docs/caida_as_relationships.json|parsed/standards/rfc7908.json,cleaned/data_docs/caida_as_relationships.md|cleaned/standards/rfc7908.md,caida_as_relationships_s001_full_002|caida_as_relationships_s001_full_001|caida_as_relationships_s001_full_003|caida_as_relationships_s001_full_004|caida_as_relationships_s001_full_005|caida_as_relationships_s001_full_006|caida_as_relationships_s001_full_007|caida_as_relationships_s001_full_009|caida_as_relationships_s001_full_010|caida_as_relationships_s001_full_011|caida_as_relationships_s001_full_012|caida_as_relationships_s001_full_013,packet_field_as_relationship_sequence,action_entity_review_field_as_relationship_sequence,False,不需要 LLM；本记录只做人工来源复核入口。,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。,scripts/build_human_review_workbook.py
review_workbook_concept_asn,51,02_ready_with_manual_note,4,concept_asn,BGPConcept,ASN,approved,ready_with_manual_note,unreviewed,rfc4271|context_2026,../context.md|raw/standards/rfc4271.txt,parsed/standards/rfc4271.json,cleaned/standards/rfc4271.md,context_2026_as_path_001|context_2026_paper_bear_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001|rfc4271_s021_2_002|rfc4271_s029_5_1_2_001|rfc4271_s029_5_1_2_002|rfc4271_s033_5_1_6_001|rfc4271_s034_5_1_7_001|rfc4271_s045_8_001|rfc4271_s064_9_1_2_2_001,packet_concept_asn,action_entity_review_concept_asn,False,不需要 LLM；本记录只做人工来源复核入口。,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。,scripts/build_human_review_workbook.py
review_workbook_paper_method_bear,52,02_ready_with_manual_note,4,paper_method_bear,PaperMethod,BEAR: BGP Event Analysis and Reporting,approved,ready_with_manual_note,unreviewed,bear_2025|context_2026,../context.md|raw/papers/bear_2025.pdf,parsed/papers/bear_2025.json,cleaned/papers/bear_2025.md,bear_2025_s001_page_1_001|bear_2025_s002_page_2_001|bear_2025_s002_page_2_002|bear_2025_s002_page_2_003|bear_2025_s007_page_7_001|bear_2025_s009_page_9_001|bear_2025_s001_page_1_003|bear_2025_s003_page_3_002|bear_2025_s003_page_3_003|bear_2025_s005_page_5_001|bear_2025_s006_page_6_003|bear_2025_s008_page_8_001,packet_paper_method_bear,action_entity_review_paper_method_bear,False,不需要 LLM；本记录只做人工来源复核入口。,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。,scripts/build_human_review_workbook.py
review_workbook_mechanism_before_after_path_comparison,53,02_ready_with_manual_note,4,mechanism_before_after_path_comparison,RoutingMechanism,Before-after AS path comparison,approved,ready_with_manual_note,unreviewed,bear_2025|context_2026,../context.md|raw/papers/bear_2025.pdf,parsed/papers/bear_2025.json,cleaned/papers/bear_2025.md,bear_2025_s002_page_2_003|bear_2025_s004_page_4_003|bear_2025_s004_page_4_001|bear_2025_s002_page_2_002|bear_2025_s002_page_2_001|bear_2025_s006_page_6_002|bear_2025_s005_page_5_002|bear_2025_s004_page_4_002|bear_2025_s003_page_3_002|bear_2025_s003_page_3_004|bear_2025_s003_page_3_001|bear_2025_s007_page_7_001,packet_mechanism_before_after_path_comparison,action_entity_review_mechanism_before_after_path_comparison,False,不需要 LLM；本记录只做人工来源复核入口。,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。,scripts/build_human_review_workbook.py
review_workbook_concept_bgp,54,02_ready_with_manual_note,4,concept_bgp,BGPConcept,BGP,approved,ready_with_manual_note,unreviewed,rfc4271|context_2026,../context.md|raw/standards/rfc4271.txt,parsed/standards/rfc4271.json,cleaned/standards/rfc4271.md,context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001|rfc4271_s005_1_001|rfc4271_s009_3_001|rfc4271_s081_6_010|rfc4271_s009_3_002|rfc4271_s006_1_1_001|rfc4271_s006_1_1_002|rfc4271_s011_3_2_001,packet_concept_bgp,action_entity_review_concept_bgp,False,不需要 LLM；本记录只做人工来源复核入口。,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。,scripts/build_human_review_workbook.py
review_workbook_concept_bgp_session,55,02_ready_with_manual_note,4,concept_bgp_session,BGPConcept,BGP Session,approved,ready_with_manual_note,unreviewed,rfc4271|ripe_ris_docs|context_2026,../context.md|raw/data_docs/ripe_ris_docs.html|raw/standards/rfc4271.txt,parsed/data_docs/ripe_ris_docs.json|parsed/standards/rfc4271.json,cleaned/data_docs/ripe_ris_docs.md|cleaned/standards/rfc4271.md,context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001|rfc4271_s045_8_001|rfc4271_s081_6_009|rfc4271_s005_1_001|rfc4271_s009_3_002|rfc4271_s011_3_2_001|rfc4271_s046_10_001|rfc4271_s047_8_1_1_001,packet_concept_bgp_session,action_entity_review_concept_bgp_session,False,不需要 LLM；本记录只做人工来源复核入口。,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。,scripts/build_human_review_workbook.py
review_workbook_concept_bgp_speaker,56,02_ready_with_manual_note,4,concept_bgp_speaker,BGPConcept,BGP Speaker,approved,ready_with_manual_note,unreviewed,rfc4271|context_2026,../context.md|raw/standards/rfc4271.txt,parsed/standards/rfc4271.json,cleaned/standards/rfc4271.md,context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001|rfc4271_s006_1_1_001|rfc4271_s006_1_1_002|rfc4271_s009_3_001|rfc4271_s011_3_2_001|rfc4271_s021_2_001|rfc4271_s030_5_1_3_001|rfc4271_s030_5_1_3_002,packet_concept_bgp_speaker,action_entity_review_concept_bgp_speaker,False,不需要 LLM；本记录只做人工来源复核入口。,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。,scripts/build_human_review_workbook.py
review_workbook_concept_bgp_update,57,02_ready_with_manual_note,4,concept_bgp_update,BGPConcept,BGP Update,approved,ready_with_manual_note,unreviewed,rfc4271|bgpstream_docs|context_2026,../context.md|raw/standards/rfc4271.txt|raw/tools_docs/bgpstream_docs.html,parsed/data_docs/bgpstream_docs.json|parsed/standards/rfc4271.json,cleaned/data_docs/bgpstream_docs.md|cleaned/standards/rfc4271.md,bgpstream_docs_s001_full_001|context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001|rfc4271_s011_3_2_001|rfc4271_s076_10_003|rfc4271_s081_6_007|rfc4271_s006_1_1_001|rfc4271_s006_1_1_002|rfc4271_s010_3_1_001,packet_concept_bgp_update,action_entity_review_concept_bgp_update,False,不需要 LLM；本记录只做人工来源复核入口。,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。,scripts/build_human_review_workbook.py
review_workbook_paper_method_bgpshield,58,02_ready_with_manual_note,4,paper_method_bgpshield,PaperMethod,BGPShield,pending,ready_with_manual_note,unreviewed,bgpshield_2025|context_2026,../context.md|raw/papers/bgpshield_2025.pdf,parsed/papers/bgpshield_2025.json,cleaned/papers/bgpshield_2025.md,bgpshield_2025_s001_page_1_001|bgpshield_2025_s001_page_1_003|bgpshield_2025_s003_page_3_001|bgpshield_2025_s003_page_3_002|bgpshield_2025_s003_page_3_003|bgpshield_2025_s004_page_4_003|bgpshield_2025_s008_page_8_003|bgpshield_2025_s010_page_10_001|bgpshield_2025_s012_page_12_001|bgpshield_2025_s013_page_13_002|bgpshield_2025_s013_page_13_003|bgpshield_2025_s014_page_14_001,packet_paper_method_bgpshield,action_entity_review_paper_method_bgpshield,False,不需要 LLM；本记录只做人工来源复核入口。,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。,scripts/build_human_review_workbook.py
review_workbook_concept_bgpstream,59,02_ready_with_manual_note,4,concept_bgpstream,BGPConcept,BGPStream,approved,ready_with_manual_note,unreviewed,bgpstream_docs|context_2026,../context.md|raw/tools_docs/bgpstream_docs.html,parsed/data_docs/bgpstream_docs.json,cleaned/data_docs/bgpstream_docs.md,bgpstream_docs_s001_full_001|context_2026_paper_bear_001|context_2026_as_path_001|context_2026_datasource_001|context_2026_route_leak_001|context_2026_scope_001,packet_concept_bgpstream,action_entity_review_concept_bgpstream,False,不需要 LLM；本记录只做人工来源复核入口。,人工优先核验非 manual_note 来源；context_2026 只作范围提示，不能单独作为批准依据。,scripts/build_human_review_workbook.py
