extract_id,entity_id,entity_type,display_name,review_order,review_batch,review_bucket,chunk_rank,chunk_id,chunk_file,doc_id,source_ref,chunk_type,section_path,matched_terms,match_score,excerpt,excerpt_char_count,needs_llm,llm_skip_reason,generated_by
extract_mechanism_rib_model_06,mechanism_rib_model,RoutingMechanism,BGP RIB Model,8,01_ready_without_manual_note,ready_without_manual_note,6,rfc4271_s081_6_003,chunks/standard_chunks.jsonl,rfc4271,raw/standards/rfc4271.txt#6,standard_section,The Marker field has been expanded and its role broadened to,model|peer|rfc4271|rib|routes|speaker|update,7,"RFC 4271 BGP-4 January 2006 Appendix F.2. Reducing Route Flapping To avoid excessive route flapping, a BGP speaker that needs to withdraw a destination and send an update about a more specific or less specific route should combine them into the same UPDATE message. Appendix F.3. Path Attribute Ordering Implementations that combine update messages (as described above in Section 6.1) may prefer to see all path attributes presented in a known order. This permits them to quickly identify sets of attributes from different update messages that are semantically identical. To facilitate this, it is a useful optimization to order the path attributes a...",653,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_mechanism_route_leak_roles_otc_01,mechanism_route_leak_roles_otc,RoutingMechanism,BGP Roles and OTC Route Leak Prevention,9,01_ready_without_manual_note,ready_without_manual_note,1,rfc9234_s014_2_001,chunks/standard_chunks.jsonl,rfc9234,raw/standards/rfc9234.txt#2,standard_section,"If a route already contains the OTC Attribute, it MUST NOT be",attribute|customer|detect|egress|ingress|leak|leaks|only|otc|peer|prevent|prevention,16,"propagated to Providers, Peers, or RSes. The above-described procedures provide both leak prevention for the local AS and leak detection and mitigation multiple hops away. In the case of prevention at the local AS, the presence of an OTC Attribute indicates to the egress router that the route was learned from a Peer, a Provider, or an RS, and it can be advertised only to the Customers. The same OTC Attribute that is set locally also provides a way to detect route leaks by an AS multiple hops away if a route is received from a Customer, a Peer, or an RS-Client. For example, if an AS sets the OTC Attribute on a route sent to a Peer and the rout...",653,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_mechanism_route_leak_roles_otc_02,mechanism_route_leak_roles_otc,RoutingMechanism,BGP Roles and OTC Route Leak Prevention,9,01_ready_without_manual_note,ready_without_manual_note,2,rfc9234_s018_8_001,chunks/standard_chunks.jsonl,rfc9234,raw/standards/rfc9234.txt#8,standard_section,Security Considerations,attribute|configured|customer|detect|leak|leaks|only|otc|path|peer|prevent|prevention,16,"...iderations of BGP (as specified in [RFC4271] and [RFC4272]) apply. This document proposes a mechanism that uses the BGP Role for the prevention and detection of route leaks that are the result of BGP policy misconfiguration. A misconfiguration of the BGP Role may affect prefix propagation. For example, if a downstream (i.e., towards a Customer) peering link were misconfigured with a Provider or Peer Role, it would limit the number of prefixes that can be advertised in this direction. On the other hand, if an upstream provider were misconfigured (by a local AS) with the Customer Role, it may result in propagating routes that are received from...",655,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_mechanism_route_leak_roles_otc_03,mechanism_route_leak_roles_otc,RoutingMechanism,BGP Roles and OTC Route Leak Prevention,9,01_ready_without_manual_note,ready_without_manual_note,3,rfc9234_s009_5_001,chunks/standard_chunks.jsonl,rfc9234,raw/standards/rfc9234.txt#5,standard_section,BGP Only to Customer (OTC) Attribute,attribute|customer|detect|ingress|leak|only|otc|path|peer|prevent|prevention|processing,15,"The OTC Attribute is an optional transitive Path Attribute of the UPDATE message with Attribute Type Code 35 and a length of 4 octets. The purpose of this attribute is to enforce that once a route is sent to a Customer, a Peer, or an RS-Client (see definitions in Section 3.1), it will subsequently go only to the Customers. The attribute value is an AS number (ASN) determined by the procedures described below. The following ingress procedure applies to the processing of the OTC Attribute on route receipt:",509,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_mechanism_route_leak_roles_otc_04,mechanism_route_leak_roles_otc,RoutingMechanism,BGP Roles and OTC Route Leak Prevention,9,01_ready_without_manual_note,ready_without_manual_note,4,rfc9234_s002_1_002,chunks/standard_chunks.jsonl,rfc9234,raw/standards/rfc9234.txt#1,standard_section,Introduction,attribute|customer|detect|leak|leaks|only|otc|path|prevent|prevention|rfc9234|role,13,"An optional, transitive BGP Path Attribute, called ""Only to Customer (OTC)"", is specified in Section 5. It prevents ASes from creating leaks and detects leaks created by the ASes in the middle of an AS path. The main focus/applicability is the Internet (IPv4 and IPv6 unicast route advertisements).",298,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_mechanism_route_leak_roles_otc_05,mechanism_route_leak_roles_otc,RoutingMechanism,BGP Roles and OTC Route Leak Prevention,9,01_ready_without_manual_note,ready_without_manual_note,5,rfc9234_s015_4_001,chunks/standard_chunks.jsonl,rfc9234,raw/standards/rfc9234.txt#4,standard_section,An UPDATE message with a malformed OTC Attribute SHALL be handled,attribute|customer|detect|egress|ingress|leak|only|otc|prevent|prevention|rfc9234|role,13,"using the approach of ""treat-as-withdraw"" [RFC7606]. The BGP Role negotiation and OTC-Attribute-based procedures specified in this document are NOT RECOMMENDED to be used between autonomous systems in an AS Confederation [RFC5065]. If an OTC Attribute is added on egress from the AS Confederation, its value MUST equal the AS Confederation Identifier. Also, on egress from the AS Confederation, an UPDATE MUST NOT contain an OTC Attribute with a value corresponding to any Member-AS Number other than the AS Confederation Identifier. The procedures specified in this document in scenarios that use private AS numbers behind an Internet-facing ASN (e....",653,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_mechanism_route_leak_roles_otc_06,mechanism_route_leak_roles_otc,RoutingMechanism,BGP Roles and OTC Route Leak Prevention,9,01_ready_without_manual_note,ready_without_manual_note,6,rfc9234_s005_3_1_002,chunks/standard_chunks.jsonl,rfc9234,raw/standards/rfc9234.txt#3.1,standard_section,Peering Relationships,attribute|detect|leak|leaks|otc|peer|prevent|prevention|provider|rfc9234|role|roles,12,"...licy to reduce the set of routes they accept. Violation of the route propagation rules listed above may result in route leaks [RFC7908]. Automatic enforcement of these rules should significantly reduce route leaks that may otherwise occur due to manual configuration mistakes. As specified in Section 5, the OTC Attribute is used to identify all the routes in the AS that have been received from a Peer, a Provider, or an RS.",428,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_mechanism_update_withdrawal_01,mechanism_update_withdrawal,RoutingMechanism,BGP Update and Withdrawal Propagation,10,01_ready_without_manual_note,ready_without_manual_note,1,rfc4271_s010_3_1_001,chunks/standard_chunks.jsonl,rfc4271,raw/standards/rfc4271.txt#3.1,standard_section,Routes: Advertisement and Storage,advertised|attributes|messages|nlri|path|previously|rfc4271|routes|service|update|withdraw|withdrawn,12,"For the purpose of this protocol, a route is defined as a unit of information that pairs a set of destinations with the attributes of a path to those destinations. The set of destinations are systems whose IP addresses are contained in one IP address prefix that is carried in the Network Layer Reachability Information (NLRI) field of an UPDATE message, and the path is the information reported in the path attributes field of the same UPDATE message. Routes are advertised between BGP speakers in UPDATE messages. Multiple routes that have the same path attributes can be advertised in a single UPDATE message by including multiple prefixes in the...",652,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_mechanism_update_withdrawal_02,mechanism_update_withdrawal,RoutingMechanism,BGP Update and Withdrawal Propagation,10,01_ready_without_manual_note,ready_without_manual_note,2,rfc4271_s059_9_001,chunks/standard_chunks.jsonl,rfc4271,raw/standards/rfc4271.txt#9,standard_section,UPDATE Message Handling,advertised|feasible|nlri|previously|propagation|rfc4271|routes|service|update|withdraw|withdrawn,11,"An UPDATE message may be received only in the Established state. Receiving an UPDATE message in any other state is an error. When an UPDATE message is received, each field is checked for validity, as specified in Section 6.3. If an optional non-transitive attribute is unrecognized, it is quietly ignored. If an optional transitive attribute is unrecognized, the Partial bit (the third high-order bit) in the attribute flags octet is set to 1, and the attribute is retained for propagation to other BGP speakers. If an optional attribute is recognized and has a valid value, then, depending on the type of the optional attribute, it is processed loca...",653,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_mechanism_update_withdrawal_03,mechanism_update_withdrawal,RoutingMechanism,BGP Update and Withdrawal Propagation,10,01_ready_without_manual_note,ready_without_manual_note,3,rfc4271_s069_9_2_1_1_001,chunks/standard_chunks.jsonl,rfc4271,raw/standards/rfc4271.txt#9.2.1.1,standard_section,Frequency of Route Advertisement,advertised|feasible|messages|rfc4271|routes|update|withdraw|withdrawal,8,"...nRouteAdvertisementIntervalTimer determines the minimum amount of time that must elapse between an advertisement and/or withdrawal of routes to a particular destination by a BGP speaker to a peer. This rate limiting procedure applies on a per- destination basis, although the value of MinRouteAdvertisementIntervalTimer is set on a per BGP peer basis. Two UPDATE messages sent by a BGP speaker to a peer that advertise feasible routes and/or withdrawal of unfeasible routes to some common set of destinations MUST be separated by at least MinRouteAdvertisementIntervalTimer. This can only be achieved by keeping a separate timer for each common set o...",656,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_mechanism_update_withdrawal_04,mechanism_update_withdrawal,RoutingMechanism,BGP Update and Withdrawal Propagation,10,01_ready_without_manual_note,ready_without_manual_note,4,rfc4271_s026_4_002,chunks/standard_chunks.jsonl,rfc4271,raw/standards/rfc4271.txt#4,standard_section,Optional non-transitive.,attributes|messages|nlri|path|rfc4271|update,6,"New, transitive optional attributes MAY be attached to the path by the originator or by any other BGP speaker in the path. If they are not attached by the originator, the Partial bit in the Attribute Flags octet is set to 1. The rules for attaching new non-transitive optional attributes will depend on the nature of the specific attribute. The documentation of each new non-transitive optional attribute will be expected to include such rules (the description of the MULTI_EXIT_DISC attribute gives an example). All optional attributes (both transitive and non-transitive), MAY be updated (if appropriate) by BGP speakers in the path. The sender of...",652,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_mechanism_update_withdrawal_05,mechanism_update_withdrawal,RoutingMechanism,BGP Update and Withdrawal Propagation,10,01_ready_without_manual_note,ready_without_manual_note,5,rfc4271_s009_3_003,chunks/standard_chunks.jsonl,rfc4271,raw/standards/rfc4271.txt#3,standard_section,Summary of Operation,advertised|messages|rfc4271|routes|update,5,"BGP uses TCP [RFC793] as its transport protocol. This eliminates the need to implement explicit update fragmentation, retransmission, acknowledgement, and sequencing. BGP listens on TCP port 179. The error notification mechanism used in BGP assumes that TCP supports a ""graceful"" close (i.e., that all outstanding data will be delivered before the connection is closed). A TCP connection is formed between two systems. They exchange messages to open and confirm the connection parameters. The initial data flow is the portion of the BGP routing table that is allowed by the export policy, called the Adj-Ribs-Out (see 3.2). Incremental updates are se...",653,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_mechanism_update_withdrawal_06,mechanism_update_withdrawal,RoutingMechanism,BGP Update and Withdrawal Propagation,10,01_ready_without_manual_note,ready_without_manual_note,6,rfc4271_s005_1_001,chunks/standard_chunks.jsonl,rfc4271,raw/standards/rfc4271.txt#1,standard_section,Introduction,path|rfc4271|routes,3,"...x and eliminating the concept of network ""class"" within BGP. BGP-4 also introduces mechanisms that allow aggregation of routes, including aggregation of AS paths. Routing information exchanged via BGP supports only the destination- based forwarding paradigm, which assumes that a router forwards a packet based solely on the destination address carried in the IP header of the packet. This, in turn, reflects the set of policy decisions that can (and cannot) be enforced using BGP. BGP can support only those policies conforming to the destination-based forwarding paradigm.",577,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_field_bgp_identifier_01,field_bgp_identifier,DataField,bgp_identifier,11,01_ready_without_manual_note,ready_without_manual_note,1,rfc4271_s021_2_002,chunks/standard_chunks.jsonl,rfc4271,raw/standards/rfc4271.txt#2,standard_section,AS_SEQUENCE: ordered set of ASes a route in,field|identifier|message|not|prefix|reachability|rfc4271|speaker,8,"...ontains the last AS number that formed the aggregate route (encoded as 2 octets), followed by the IP address of the BGP speaker that formed the aggregate route (encoded as 4 octets). This SHOULD be the same address as the one used for the BGP Identifier of the speaker. Usage of this attribute is defined in 5.1.7. Rekhter, et al. Standards Track [Page 19] RFC 4271 BGP-4 January 2006 Network Layer Reachability Information: This variable length field contains a list of IP address prefixes. The length, in octets, of the Network Layer Reachability Information is not encoded explicitly, but can be calculated as: UPDATE message Length - 23 - Total P...",656,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_field_bgp_identifier_02,field_bgp_identifier,DataField,bgp_identifier,11,01_ready_without_manual_note,ready_without_manual_note,2,rfc4271_s014_4_2_001,chunks/standard_chunks.jsonl,rfc4271,raw/standards/rfc4271.txt#4.2,standard_section,OPEN Message Format,field|identifier|message|open|rfc4271|speaker,6,"After a TCP connection is established, the first message sent by each side is an OPEN message. If the OPEN message is acceptable, a KEEPALIVE message confirming the OPEN is sent back. In addition to the fixed-size BGP header, the OPEN message contains the following fields: 0 1 2 3 0 1 2 3 4 5 6 7 8 9 0 1 2 3 4 5 6 7 8 9 0 1 2 3 4 5 6 7 8 9 0 1 +-+-+-+-+-+-+-+-+ | Version | +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+ | My Autonomous System | +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+ | Hold Time | +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+ | BGP Identifier | +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+ | Opt Parm Len |...",653,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_field_bgp_identifier_03,field_bgp_identifier,DataField,bgp_identifier,11,01_ready_without_manual_note,ready_without_manual_note,3,rfc4271_s014_4_2_002,chunks/standard_chunks.jsonl,rfc4271,raw/standards/rfc4271.txt#4.2,standard_section,OPEN Message Format,field|identifier|message|open|rfc4271|speaker,6,"This 4-octet unsigned integer indicates the BGP Identifier of the sender. A given BGP speaker sets the value of its BGP Identifier to an IP address that is assigned to that BGP speaker. The value of the BGP Identifier is determined upon startup and is the same for every local interface and BGP peer. Optional Parameters Length: This 1-octet unsigned integer indicates the total length of the Optional Parameters field in octets. If the value of this field is zero, no Optional Parameters are present. Optional Parameters: This field contains a list of optional parameters, in which each parameter is encoded as a <Parameter Type, Parameter Length, P...",653,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_field_bgp_identifier_04,field_bgp_identifier,DataField,bgp_identifier,11,01_ready_without_manual_note,ready_without_manual_note,4,rfc4271_s024_6_001,chunks/standard_chunks.jsonl,rfc4271,raw/standards/rfc4271.txt#6,standard_section,Cease Section 6.7,field|identifier|message|not|open|rfc4271,6,"...iated with it. If no appropriate Error Subcode is defined, then a zero (Unspecific) value is used for the Error Subcode field. Message Header Error subcodes: 1 - Connection Not Synchronized. 2 - Bad Message Length. 3 - Bad Message Type. Rekhter, et al. Standards Track [Page 22] RFC 4271 BGP-4 January 2006 OPEN Message Error subcodes: 1 - Unsupported Version Number. 2 - Bad Peer AS. 3 - Bad BGP Identifier. 4 - Unsupported Optional Parameter. 5 - [Deprecated - see Appendix A]. 6 - Unacceptable Hold Time. UPDATE Message Error subcodes: 1 - Malformed Attribute List. 2 - Unrecognized Well-known Attribute. 3 - Missing Well-known Attribute. 4 - Attr...",656,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_field_bgp_identifier_05,field_bgp_identifier,DataField,bgp_identifier,11,01_ready_without_manual_note,ready_without_manual_note,5,rfc4271_s037_6_2_001,chunks/standard_chunks.jsonl,rfc4271,raw/standards/rfc4271.txt#6.2,standard_section,OPEN Message Error Handling,field|identifier|message|not|open|rfc4271,6,"All errors detected while processing the OPEN message MUST be indicated by sending the NOTIFICATION message with the Error Code OPEN Message Error. The Error Subcode elaborates on the specific nature of the error. If the version number in the Version field of the received OPEN message is not supported, then the Error Subcode MUST be set to Unsupported Version Number. The Data field is a 2-octet unsigned integer, which indicates the largest, locally-supported version number less than the version the remote BGP peer bid (as indicated in Rekhter, et al. Standards Track [Page 31] RFC 4271 BGP-4 January 2006 the received OPEN message), or if the s...",653,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_field_bgp_identifier_06,field_bgp_identifier,DataField,bgp_identifier,11,01_ready_without_manual_note,ready_without_manual_note,6,rfc4271_s043_6_8_001,chunks/standard_chunks.jsonl,rfc4271,raw/standards/rfc4271.txt#6.8,standard_section,BGP Connection Collision Detection,identifier|message|open|rfc4271|speaker|treat,6,"If a pair of BGP speakers try to establish a BGP connection with each other simultaneously, then two parallel connections well be formed. If the source IP address used by one of these connections is the same as the destination IP address used by the other, and the destination IP address used by the first connection is the same as the source IP address used by the other, connection collision has occurred. In the event of connection collision, one of the connections MUST be closed. Based on the value of the BGP Identifier, a convention is established for detecting which BGP connection is to be preserved when a collision occurs. The convention i...",653,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_field_bgp_role_01,field_bgp_role,DataField,bgp_role,12,01_ready_without_manual_note,ready_without_manual_note,1,rfc9234_s006_4_001,chunks/standard_chunks.jsonl,rfc9234,raw/standards/rfc9234.txt#4,standard_section,BGP Role,all|are|capability|configured|confirmed|leak|mutually|open|prevention|relationship|rfc9234|role,14,The BGP Role characterizes the relationship between the eBGP speakers forming a session. One of the Roles described below SHOULD be configured at the local AS for each eBGP session (see definitions in Section 3) based on the local AS's knowledge of its Role. The only exception is when the eBGP connection is Complex (see Section 6). BGP Roles are mutually confirmed using the BGP Role Capability (described in Section 4.1) on each eBGP session. Allowed Roles for eBGP sessions are: Provider: the local AS is a transit provider of the remote AS; Customer: the local AS is a transit customer of the remote AS; RS: the local AS is a Route Server (usual...,653,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_field_bgp_role_02,field_bgp_role,DataField,bgp_role,12,01_ready_without_manual_note,ready_without_manual_note,2,rfc9234_s002_1_001,chunks/standard_chunks.jsonl,rfc9234,raw/standards/rfc9234.txt#1,standard_section,Introduction,all|are|capability|configured|leak|open|prevention|relationship|rfc9234|role|roles,11,"Route leaks are the propagation of BGP prefixes that violate assumptions of BGP topology relationships, e.g., announcing a route learned from one transit provider to another transit provider or a lateral (i.e., non-transit) peer or announcing a route learned from one lateral peer to another lateral peer or a transit provider [RFC7908]. These are usually the result of misconfigured or absent BGP route filtering or lack of coordination between autonomous systems (ASes). Existing approaches to leak prevention rely on marking routes by operator configuration, with no check that the configuration corresponds to that of the eBGP neighbor, or enforc...",653,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_field_bgp_role_03,field_bgp_role,DataField,bgp_role,12,01_ready_without_manual_note,ready_without_manual_note,3,rfc9234_s007_4_1_001,chunks/standard_chunks.jsonl,rfc9234,raw/standards/rfc9234.txt#4.1,standard_section,BGP Role Capability,all|are|capability|configured|leak|open|prevention|relationship|rfc9234|role|roles,11,"The BGP Role Capability is defined as follows: Code: 9 Length: 1 (octet) Value: integer corresponding to the speaker's BGP Role (see Table 1) +=======+==============================+ | Value | Role name (for the local AS) | +=======+==============================+ | 0 | Provider | +-------+------------------------------+ | 1 | RS | +-------+------------------------------+ | 2 | RS-Client | +-------+------------------------------+ | 3 | Customer | +-------+------------------------------+ | 4 | Peer (i.e., Lateral Peer) | +-------+------------------------------+ | 5-255 | Unassigned | +-------+------------------------------+ Table 1: Predefined...",653,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_field_bgp_role_04,field_bgp_role,DataField,bgp_role,12,01_ready_without_manual_note,ready_without_manual_note,4,rfc9234_s008_4_2_001,chunks/standard_chunks.jsonl,rfc9234,raw/standards/rfc9234.txt#4.2,standard_section,Role Correctness,all|capability|configured|leak|open|prevention|procedures|relationship|rfc9234|role|roles,11,"Section 4.1 describes how the BGP Role encodes the relationship on each eBGP session between ASes. The mere receipt of the BGP Role Capability does not automatically guarantee the Role agreement between two eBGP neighbors. If the BGP Role Capability is advertised, and one is also received from the peer, the Roles MUST correspond to the relationships in Table 2. If the Roles do not correspond, the BGP speaker MUST reject the connection using the Role Mismatch Notification (code 2, subcode 11). +===============+================+ | Local AS Role | Remote AS Role | +===============+================+ | Provider | Customer | +---------------+------...",653,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_field_bgp_role_05,field_bgp_role,DataField,bgp_role,12,01_ready_without_manual_note,ready_without_manual_note,5,rfc9234_s016_6_001,chunks/standard_chunks.jsonl,rfc9234,raw/standards/rfc9234.txt#6,standard_section,Additional Considerations,are|configured|leak|open|prevention|procedures|relationship|rfc9234|role|roles|sessions,11,"Roles MUST NOT be configured on an eBGP session with a Complex peering relationship. If multiple eBGP sessions can segregate the Complex peering relationship into eBGP sessions with normal peering relationships, BGP Roles SHOULD be used on each of the resulting eBGP sessions. An operator may want to achieve an equivalent outcome by configuring policies on a per-prefix basis to follow the definitions of peering relations as described in Section 3.1. However, in this case, there are no in-band measures to check the correctness of the per-prefix peering configuration. The incorrect setting of BGP Roles and/or OTC Attributes may affect prefix pro...",653,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_field_bgp_role_06,field_bgp_role,DataField,bgp_role,12,01_ready_without_manual_note,ready_without_manual_note,6,rfc9234_s005_3_1_001,chunks/standard_chunks.jsonl,rfc9234,raw/standards/rfc9234.txt#3.1,standard_section,Peering Relationships,all|are|business|leak|open|prevention|relationship|rfc9234|role|roles,10,"The terms for peering relationships defined and used in this document (see below) do not necessarily represent business relationships based on payment agreements. These terms are used to represent restrictions on BGP route propagation, sometimes known as the Gao- Rexford model [GAO-REXFORD]. The terms ""Provider"", ""Customer"", and ""Peer"" used here are synonymous to the terms ""transit provider"", ""customer"", and ""lateral (i.e., non-transit) peer"", respectively, used in [RFC7908]. The following is a list of BGP Roles for eBGP peering and the corresponding rules for route propagation: Provider: MAY propagate any available route to a Customer. Custo...",653,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_mechanism_bgpsec_path_validation_01,mechanism_bgpsec_path_validation,RoutingMechanism,BGPsec Path Validation,13,01_ready_without_manual_note,ready_without_manual_note,1,rfc6480_s002_1_003,chunks/standard_chunks.jsonl,rfc6480,raw/standards/rfc6480.txt#1,standard_section,Introduction,certificates|not|rfc6480|rpki|security|signed|validation,7,"As noted above, the architecture is comprised of three main components: an X.509 PKI in which certificates attest to holdings of IP address space and AS numbers; non-certificate signed objects (including route origination authorizations and manifests) used by the infrastructure; and a distributed repository system that makes all of these signed objects available for use by ISPs in making routing decisions. These three basic components enable several security functions; most notably the cryptographic validation that an autonomous system is authorized to originate routes to a given prefix [RFC6483].",604,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_mechanism_bgpsec_path_validation_02,mechanism_bgpsec_path_validation,RoutingMechanism,BGPsec Path Validation,13,01_ready_without_manual_note,ready_without_manual_note,2,rfc6480_s007_2_3_001,chunks/standard_chunks.jsonl,rfc6480,raw/standards/rfc6480.txt#2.3,standard_section,End-Entity (EE) Certificates,certificates|keys|not|protect|rfc6480|rpki|signed,7,"The private key corresponding to a public key contained in an EE certificate is not used to sign other certificates in a PKI. The primary function of end-entity certificates in this PKI is the verification of signed objects that relate to the usage of the resources described in the certificate, e.g., ROAs and manifests. For ROAs and manifests, there will be a one-to-one correspondence between end-entity certificates and signed objects, i.e., the private key corresponding to each end-entity certificate is used to sign exactly one object, and each object is signed with only one key. This property allows the PKI to be used to revoke these signed...",653,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_mechanism_bgpsec_path_validation_03,mechanism_bgpsec_path_validation,RoutingMechanism,BGPsec Path Validation,13,01_ready_without_manual_note,ready_without_manual_note,3,rfc6480_s008_2_4_001,chunks/standard_chunks.jsonl,rfc6480,raw/standards/rfc6480.txt#2.4,standard_section,Trust Anchors,certificates|not|path|rfc6480|rpki|signed|validation,7,"...es to be default TAs here. Nonetheless, each RP ultimately chooses the set of trust anchors it will use for certificate validation. For example, an RP (e.g., an LIR/ISP) could create a trust anchor to which all address space and/or all AS numbers are assigned, and for which the RP knows the corresponding private key. The RP could then issue certificates under this trust anchor to whatever entities in the PKI it wishes, with the result that the certification paths terminating at this locally installed trust anchor will satisfy the validation requirements specified in RFC 3779. A large ISP that uses private IP address space (i.e., RFC 1918) and...",656,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_mechanism_bgpsec_path_validation_04,mechanism_bgpsec_path_validation,RoutingMechanism,BGPsec Path Validation,13,01_ready_without_manual_note,ready_without_manual_note,4,rfc6480_s010_3_1_001,chunks/standard_chunks.jsonl,rfc6480,raw/standards/rfc6480.txt#3.1,standard_section,Role in the Overall Architecture,certificates|messages|path|rfc6480|router|rpki|update,7,"...te such a route. For example, an ISP might use validated ROAs as inputs to route filter construction for use by its BGP routers. (See [RFC6483] for information on the use of ROAs to validate the origination of BGP routes.) Initially, the repository system will be the primary mechanism for disseminating ROAs, since these repositories will hold the certificates and CRLs needed to verify ROAs. In addition, ROAs also could be distributed in BGP UPDATE messages or via other communication paths, if needed to meet timeliness requirements.",540,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
extract_mechanism_bgpsec_path_validation_05,mechanism_bgpsec_path_validation,RoutingMechanism,BGPsec Path Validation,13,01_ready_without_manual_note,ready_without_manual_note,5,rfc6480_s012_4_001,chunks/standard_chunks.jsonl,rfc6480,raw/standards/rfc6480.txt#4,standard_section,Repositories,certificates|data|messages|not|rfc6480|rpki|signed,7,"...prefixes for which each AS is authorized to originate routes. To validate all ROAs, an LIR/ISP needs to acquire all the certificates and CRLs. The primary function of the distributed repository system described here is to store these signed objects and to make them available for download by LIRs/ISPs. Note that this repository system provides a mechanism by which relying parties can pull fresh data at whatever frequency they deem appropriate. However, it does not provide a mechanism for pushing fresh data to relying parties (e.g., by including resource Lepinski & Kent Informational [Page 11] RFC 6480 RPKI Architecture February 2012 PKI object...",656,False,不需要 LLM；本记录只做确定性 chunk 摘录和词项匹配，不判断证据充分性。,scripts/build_human_review_evidence_extracts.py
