field_check_id,session_id,session_order,within_session_order,global_review_order,field_order,entity_id,entity_type,display_name,entity_file,field_name,field_value_json,field_value_preview,verification_prompt,decision_input_path,review_decision,needs_llm,generated_by
field_check_field_hold_time_006_source_refs,review_session_002,2,6,16,6,field_hold_time,DataField,hold_time,entities/data_fields.jsonl,source_refs,"[""rfc4271""]","[""rfc4271""]",核对 source_refs 是否都是当前实体字段的直接或必要来源；缺少直接证据时保持 pending 或标记 needs_source。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_hold_time_007_type,review_session_002,2,6,16,7,field_hold_time,DataField,hold_time,entities/data_fields.jsonl,type,"""integer_seconds""","""integer_seconds""",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_hold_time_008_used_for,review_session_002,2,6,16,8,field_hold_time,DataField,hold_time,entities/data_fields.jsonl,used_for,"[""session stability context"", ""collector peer health interpretation""]","[""session stability context"", ""collector peer health interpretation""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_local_pref_001_belongs_to,review_session_002,2,7,17,1,field_local_pref,DataField,local_pref,entities/data_fields.jsonl,belongs_to,"[""BGP Update"", ""Path Attributes""]","[""BGP Update"", ""Path Attributes""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_local_pref_002_common_errors,review_session_002,2,7,17,2,field_local_pref,DataField,local_pref,entities/data_fields.jsonl,common_errors,"[""Comparing LOCAL_PREF across different ASes."", ""Assuming public collectors always expose LOCAL_PREF.""]","[""Comparing LOCAL_PREF across different ASes."", ""Assuming public collectors always expose LOCAL_PREF.""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_local_pref_003_interpretation_rules,review_session_002,2,7,17,3,field_local_pref,DataField,local_pref,entities/data_fields.jsonl,interpretation_rules,"[""LOCAL_PREF is local to an AS and is not a globally visible policy truth in public collector data."", ""Do not expect LOCAL_PREF to appear in eBGP announcements to external peers.""]","[""LOCAL_PREF is local to an AS and is not a globally visible policy truth in public collector data."", ""Do not expect LOCAL_PREF to appear in eBGP announcements to external peers.""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_local_pref_004_meaning,review_session_002,2,7,17,4,field_local_pref,DataField,local_pref,entities/data_fields.jsonl,meaning,"""LOCAL_PREF is a BGP path attribute used inside an AS to express route preference, where higher preference is selected before lower preference under the decision process.""","""LOCAL_PREF is a BGP path attribute used inside an AS to express route preference, where higher preference is selected before lower preference under the decision process.""",核对该文字字段是否能在来源或摘录中找到直接支撑；不能直接确认时不要批准。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_local_pref_005_name,review_session_002,2,7,17,5,field_local_pref,DataField,local_pref,entities/data_fields.jsonl,name,"""local_pref""","""local_pref""",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_local_pref_006_source_refs,review_session_002,2,7,17,6,field_local_pref,DataField,local_pref,entities/data_fields.jsonl,source_refs,"[""rfc4271""]","[""rfc4271""]",核对 source_refs 是否都是当前实体字段的直接或必要来源；缺少直接证据时保持 pending 或标记 needs_source。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_local_pref_007_type,review_session_002,2,7,17,7,field_local_pref,DataField,local_pref,entities/data_fields.jsonl,type,"""integer""","""integer""",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_local_pref_008_used_for,review_session_002,2,7,17,8,field_local_pref,DataField,local_pref,entities/data_fields.jsonl,used_for,"[""route selection reasoning"", ""policy interpretation""]","[""route selection reasoning"", ""policy interpretation""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_med_001_belongs_to,review_session_002,2,8,18,1,field_med,DataField,med,entities/data_fields.jsonl,belongs_to,"[""BGP Update"", ""Path Attributes""]","[""BGP Update"", ""Path Attributes""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_med_002_common_errors,review_session_002,2,8,18,2,field_med,DataField,med,entities/data_fields.jsonl,common_errors,"[""Using MED as a global preference signal."", ""Ignoring vendor or policy-specific MED handling.""]","[""Using MED as a global preference signal."", ""Ignoring vendor or policy-specific MED handling.""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_med_003_interpretation_rules,review_session_002,2,8,18,3,field_med,DataField,med,entities/data_fields.jsonl,interpretation_rules,"[""MED is mainly meaningful between neighboring ASes and within local policy."", ""Treat absent MED separately from MED value zero.""]","[""MED is mainly meaningful between neighboring ASes and within local policy."", ""Treat absent MED separately from MED value zero.""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_med_004_meaning,review_session_002,2,8,18,4,field_med,DataField,med,entities/data_fields.jsonl,meaning,"""MULTI_EXIT_DISC is an optional path attribute used to convey preference among multiple entry points into a neighboring AS.""","""MULTI_EXIT_DISC is an optional path attribute used to convey preference among multiple entry points into a neighboring AS.""",核对该文字字段是否能在来源或摘录中找到直接支撑；不能直接确认时不要批准。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_med_005_name,review_session_002,2,8,18,5,field_med,DataField,med,entities/data_fields.jsonl,name,"""med""","""med""",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_med_006_source_refs,review_session_002,2,8,18,6,field_med,DataField,med,entities/data_fields.jsonl,source_refs,"[""rfc4271""]","[""rfc4271""]",核对 source_refs 是否都是当前实体字段的直接或必要来源；缺少直接证据时保持 pending 或标记 needs_source。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_med_007_type,review_session_002,2,8,18,7,field_med,DataField,med,entities/data_fields.jsonl,type,"""integer""","""integer""",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_med_008_used_for,review_session_002,2,8,18,8,field_med,DataField,med,entities/data_fields.jsonl,used_for,"[""route selection context"", ""traffic engineering interpretation""]","[""route selection context"", ""traffic engineering interpretation""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_mrt_file_type_001_belongs_to,review_session_002,2,9,19,1,field_mrt_file_type,DataField,mrt_file_type,entities/data_fields.jsonl,belongs_to,"[""RIPE RIS Raw Data"", ""RouteViews Archive""]","[""RIPE RIS Raw Data"", ""RouteViews Archive""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_mrt_file_type_002_common_errors,review_session_002,2,9,19,2,field_mrt_file_type,DataField,mrt_file_type,entities/data_fields.jsonl,common_errors,"[""Using a RIB snapshot as exact event-change timing."", ""Using updates without reconstructing state when a snapshot is needed.""]","[""Using a RIB snapshot as exact event-change timing."", ""Using updates without reconstructing state when a snapshot is needed.""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_mrt_file_type_003_interpretation_rules,review_session_002,2,9,19,3,field_mrt_file_type,DataField,mrt_file_type,entities/data_fields.jsonl,interpretation_rules,"[""Use dump files for route state snapshots and update files for route changes over intervals.""]","[""Use dump files for route state snapshots and update files for route changes over intervals.""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_mrt_file_type_004_meaning,review_session_002,2,9,19,4,field_mrt_file_type,DataField,mrt_file_type,entities/data_fields.jsonl,meaning,"""MRT file type indicates whether a file is a routing table dump/snapshot or an update stream interval.""","""MRT file type indicates whether a file is a routing table dump/snapshot or an update stream interval.""",核对该文字字段是否能在来源或摘录中找到直接支撑；不能直接确认时不要批准。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_mrt_file_type_005_name,review_session_002,2,9,19,5,field_mrt_file_type,DataField,mrt_file_type,entities/data_fields.jsonl,name,"""mrt_file_type""","""mrt_file_type""",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_mrt_file_type_006_source_refs,review_session_002,2,9,19,6,field_mrt_file_type,DataField,mrt_file_type,entities/data_fields.jsonl,source_refs,"[""ripe_ris_raw_data"", ""routeviews_archive_index""]","[""ripe_ris_raw_data"", ""routeviews_archive_index""]",核对 source_refs 是否都是当前实体字段的直接或必要来源；缺少直接证据时保持 pending 或标记 needs_source。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_mrt_file_type_007_type,review_session_002,2,9,19,7,field_mrt_file_type,DataField,mrt_file_type,entities/data_fields.jsonl,type,"""enum(bview,updates,rib,update)""","""enum(bview,updates,rib,update)""",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_mrt_file_type_008_used_for,review_session_002,2,9,19,8,field_mrt_file_type,DataField,mrt_file_type,entities/data_fields.jsonl,used_for,"[""raw archive selection"", ""RIB versus update analysis"", ""event window collection""]","[""raw archive selection"", ""RIB versus update analysis"", ""event window collection""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_next_hop_001_belongs_to,review_session_002,2,10,20,1,field_next_hop,DataField,next_hop,entities/data_fields.jsonl,belongs_to,"[""BGP Update"", ""Path Attributes""]","[""BGP Update"", ""Path Attributes""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_next_hop_002_common_errors,review_session_002,2,10,20,2,field_next_hop,DataField,next_hop,entities/data_fields.jsonl,common_errors,"[""Treating NEXT_HOP as an AS relationship field."", ""Using NEXT_HOP alone to infer AS_PATH.""]","[""Treating NEXT_HOP as an AS relationship field."", ""Using NEXT_HOP alone to infer AS_PATH.""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_next_hop_003_interpretation_rules,review_session_002,2,10,20,3,field_next_hop,DataField,next_hop,entities/data_fields.jsonl,interpretation_rules,"[""NEXT_HOP is an IP-level forwarding attribute and should not be treated as an AS hop."", ""Interpretation differs by iBGP/eBGP context.""]","[""NEXT_HOP is an IP-level forwarding attribute and should not be treated as an AS hop."", ""Interpretation differs by iBGP/eBGP context.""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_next_hop_004_meaning,review_session_002,2,10,20,4,field_next_hop,DataField,next_hop,entities/data_fields.jsonl,meaning,"""NEXT_HOP identifies the next hop IP address used for the route described by a BGP UPDATE.""","""NEXT_HOP identifies the next hop IP address used for the route described by a BGP UPDATE.""",核对该文字字段是否能在来源或摘录中找到直接支撑；不能直接确认时不要批准。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_next_hop_005_name,review_session_002,2,10,20,5,field_next_hop,DataField,next_hop,entities/data_fields.jsonl,name,"""next_hop""","""next_hop""",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_next_hop_006_source_refs,review_session_002,2,10,20,6,field_next_hop,DataField,next_hop,entities/data_fields.jsonl,source_refs,"[""rfc4271""]","[""rfc4271""]",核对 source_refs 是否都是当前实体字段的直接或必要来源；缺少直接证据时保持 pending 或标记 needs_source。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_next_hop_007_type,review_session_002,2,10,20,7,field_next_hop,DataField,next_hop,entities/data_fields.jsonl,type,"""ip_address""","""ip_address""",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_next_hop_008_used_for,review_session_002,2,10,20,8,field_next_hop,DataField,next_hop,entities/data_fields.jsonl,used_for,"[""route forwarding context"", ""path attribute interpretation"", ""collector record analysis""]","[""route forwarding context"", ""path attribute interpretation"", ""collector record analysis""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_nlri_001_belongs_to,review_session_003,3,1,21,1,field_nlri,DataField,nlri,entities/data_fields.jsonl,belongs_to,"[""BGP Update""]","[""BGP Update""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_nlri_002_common_errors,review_session_003,3,1,21,2,field_nlri,DataField,nlri,entities/data_fields.jsonl,common_errors,"[""Treating NLRI as withdrawn routes."", ""Ignoring that multiple NLRI prefixes may share one attribute set.""]","[""Treating NLRI as withdrawn routes."", ""Ignoring that multiple NLRI prefixes may share one attribute set.""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_nlri_003_interpretation_rules,review_session_003,3,1,21,3,field_nlri,DataField,nlri,entities/data_fields.jsonl,interpretation_rules,"[""All NLRI prefixes in an UPDATE share the same path attributes in that UPDATE."", ""Preserve the prefix length and prefix bytes as a CIDR prefix when normalizing.""]","[""All NLRI prefixes in an UPDATE share the same path attributes in that UPDATE."", ""Preserve the prefix length and prefix bytes as a CIDR prefix when normalizing.""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_nlri_004_meaning,review_session_003,3,1,21,4,field_nlri,DataField,nlri,entities/data_fields.jsonl,meaning,"""Network Layer Reachability Information lists prefixes advertised as reachable in a BGP UPDATE message.""","""Network Layer Reachability Information lists prefixes advertised as reachable in a BGP UPDATE message.""",核对该文字字段是否能在来源或摘录中找到直接支撑；不能直接确认时不要批准。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_nlri_005_name,review_session_003,3,1,21,5,field_nlri,DataField,nlri,entities/data_fields.jsonl,name,"""nlri""","""nlri""",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_nlri_006_source_refs,review_session_003,3,1,21,6,field_nlri,DataField,nlri,entities/data_fields.jsonl,source_refs,"[""rfc4271""]","[""rfc4271""]",核对 source_refs 是否都是当前实体字段的直接或必要来源；缺少直接证据时保持 pending 或标记 needs_source。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_nlri_007_type,review_session_003,3,1,21,7,field_nlri,DataField,nlri,entities/data_fields.jsonl,type,"""list[prefix]""","""list[prefix]""",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_nlri_008_used_for,review_session_003,3,1,21,8,field_nlri,DataField,nlri,entities/data_fields.jsonl,used_for,"[""announcement parsing"", ""prefix reachability analysis"", ""affected prefix extraction""]","[""announcement parsing"", ""prefix reachability analysis"", ""affected prefix extraction""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_origin_attribute_001_belongs_to,review_session_003,3,2,22,1,field_origin_attribute,DataField,origin_attribute,entities/data_fields.jsonl,belongs_to,"[""BGP Update"", ""Path Attributes""]","[""BGP Update"", ""Path Attributes""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_origin_attribute_002_common_errors,review_session_003,3,2,22,2,field_origin_attribute,DataField,origin_attribute,entities/data_fields.jsonl,common_errors,"[""Mistaking ORIGIN code for Origin AS.""]","[""Mistaking ORIGIN code for Origin AS.""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_origin_attribute_003_interpretation_rules,review_session_003,3,2,22,3,field_origin_attribute,DataField,origin_attribute,entities/data_fields.jsonl,interpretation_rules,"[""Do not confuse the ORIGIN attribute with origin AS; origin AS is derived from AS_PATH or equivalent origin information.""]","[""Do not confuse the ORIGIN attribute with origin AS; origin AS is derived from AS_PATH or equivalent origin information.""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_origin_attribute_004_meaning,review_session_003,3,2,22,4,field_origin_attribute,DataField,origin_attribute,entities/data_fields.jsonl,meaning,"""The ORIGIN path attribute indicates the origin type of the route information.""","""The ORIGIN path attribute indicates the origin type of the route information.""",核对该文字字段是否能在来源或摘录中找到直接支撑；不能直接确认时不要批准。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_origin_attribute_005_name,review_session_003,3,2,22,5,field_origin_attribute,DataField,origin_attribute,entities/data_fields.jsonl,name,"""origin_attribute""","""origin_attribute""",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_origin_attribute_006_source_refs,review_session_003,3,2,22,6,field_origin_attribute,DataField,origin_attribute,entities/data_fields.jsonl,source_refs,"[""rfc4271""]","[""rfc4271""]",核对 source_refs 是否都是当前实体字段的直接或必要来源；缺少直接证据时保持 pending 或标记 needs_source。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_origin_attribute_007_type,review_session_003,3,2,22,7,field_origin_attribute,DataField,origin_attribute,entities/data_fields.jsonl,type,"""enum(IGP,EGP,INCOMPLETE)""","""enum(IGP,EGP,INCOMPLETE)""",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_origin_attribute_008_used_for,review_session_003,3,2,22,8,field_origin_attribute,DataField,origin_attribute,entities/data_fields.jsonl,used_for,"[""BGP attribute interpretation"", ""route comparison""]","[""BGP attribute interpretation"", ""route comparison""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_otc_attribute_001_belongs_to,review_session_003,3,3,23,1,field_otc_attribute,DataField,otc_attribute,entities/data_fields.jsonl,belongs_to,"[""BGP Update"", ""Path Attributes""]","[""BGP Update"", ""Path Attributes""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_otc_attribute_002_common_errors,review_session_003,3,3,23,2,field_otc_attribute,DataField,otc_attribute,entities/data_fields.jsonl,common_errors,"[""Treating OTC absence as proof no leak exists."", ""Using OTC logic without considering deployment and role negotiation.""]","[""Treating OTC absence as proof no leak exists."", ""Using OTC logic without considering deployment and role negotiation.""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_otc_attribute_003_interpretation_rules,review_session_003,3,3,23,3,field_otc_attribute,DataField,otc_attribute,entities/data_fields.jsonl,interpretation_rules,"[""If a route with OTC is received from certain roles, RFC9234 procedures can mark it ineligible as a route leak."", ""Once set, OTC must be preserved unchanged under the specified procedures.""]","[""If a route with OTC is received from certain roles, RFC9234 procedures can mark it ineligible as a route leak."", ""Once set, OTC must be preserved unchanged under the specified procedures.""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_otc_attribute_004_meaning,review_session_003,3,3,23,4,field_otc_attribute,DataField,otc_attribute,entities/data_fields.jsonl,meaning,"""Only to Customer is an optional transitive BGP path attribute used to mark routes that should subsequently go only to customers.""","""Only to Customer is an optional transitive BGP path attribute used to mark routes that should subsequently go only to customers.""",核对该文字字段是否能在来源或摘录中找到直接支撑；不能直接确认时不要批准。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_otc_attribute_005_name,review_session_003,3,3,23,5,field_otc_attribute,DataField,otc_attribute,entities/data_fields.jsonl,name,"""otc_attribute""","""otc_attribute""",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_otc_attribute_006_source_refs,review_session_003,3,3,23,6,field_otc_attribute,DataField,otc_attribute,entities/data_fields.jsonl,source_refs,"[""rfc9234""]","[""rfc9234""]",核对 source_refs 是否都是当前实体字段的直接或必要来源；缺少直接证据时保持 pending 或标记 needs_source。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_otc_attribute_007_type,review_session_003,3,3,23,7,field_otc_attribute,DataField,otc_attribute,entities/data_fields.jsonl,type,"""asn""","""asn""",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_otc_attribute_008_used_for,review_session_003,3,3,23,8,field_otc_attribute,DataField,otc_attribute,entities/data_fields.jsonl,used_for,"[""route leak detection"", ""route leak prevention"", ""export policy enforcement""]","[""route leak detection"", ""route leak prevention"", ""export policy enforcement""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_path_attributes_001_belongs_to,review_session_003,3,4,24,1,field_path_attributes,DataField,path_attributes,entities/data_fields.jsonl,belongs_to,"[""BGP Update""]","[""BGP Update""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_path_attributes_002_common_errors,review_session_003,3,4,24,2,field_path_attributes,DataField,path_attributes,entities/data_fields.jsonl,common_errors,"[""Separating attributes from the prefixes they apply to."", ""Ignoring unknown transitive attributes that may be propagated.""]","[""Separating attributes from the prefixes they apply to."", ""Ignoring unknown transitive attributes that may be propagated.""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_path_attributes_003_interpretation_rules,review_session_003,3,4,24,3,field_path_attributes,DataField,path_attributes,entities/data_fields.jsonl,interpretation_rules,"[""Attributes in an UPDATE apply to the associated NLRI set."", ""Attribute flags and type codes should be preserved in detailed parsers.""]","[""Attributes in an UPDATE apply to the associated NLRI set."", ""Attribute flags and type codes should be preserved in detailed parsers.""]",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_path_attributes_004_meaning,review_session_003,3,4,24,4,field_path_attributes,DataField,path_attributes,entities/data_fields.jsonl,meaning,"""Path Attributes carry route attributes such as ORIGIN, AS_PATH, NEXT_HOP, LOCAL_PREF, and others for prefixes in the UPDATE.""","""Path Attributes carry route attributes such as ORIGIN, AS_PATH, NEXT_HOP, LOCAL_PREF, and others for prefixes in the UPDATE.""",核对该文字字段是否能在来源或摘录中找到直接支撑；不能直接确认时不要批准。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_path_attributes_005_name,review_session_003,3,4,24,5,field_path_attributes,DataField,path_attributes,entities/data_fields.jsonl,name,"""path_attributes""","""path_attributes""",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_path_attributes_006_source_refs,review_session_003,3,4,24,6,field_path_attributes,DataField,path_attributes,entities/data_fields.jsonl,source_refs,"[""rfc4271""]","[""rfc4271""]",核对 source_refs 是否都是当前实体字段的直接或必要来源；缺少直接证据时保持 pending 或标记 needs_source。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
field_check_field_path_attributes_007_type,review_session_003,3,4,24,7,field_path_attributes,DataField,path_attributes,entities/data_fields.jsonl,type,"""list[attribute]""","""list[attribute]""",核对该字段值是否被来源路径和摘录直接支持；需要解释或归纳时记录为 needs_semantic_review。,review_inputs/human_review_decisions.csv,unreviewed,False,scripts/build_human_review_field_checklist.py
